case_number,prompt,class,evaluation_seed
2021,an image of a golf ball in a room,golf ball,8577
2022,an image of a golf ball in a room,golf ball,5737
2023,an image of a golf ball in a room,golf ball,3438
2024,an image of a golf ball in a room,golf ball,4674
2025,an image of a golf ball in a room,golf ball,1803
2026,an image of a golf ball in a room,golf ball,1013
2027,an image of a golf ball in a room,golf ball,4413
2028,an image of a golf ball in a room,golf ball,1234
2029,an image of a golf ball in a room,golf ball,4080
2030,an image of a golf ball in a room,golf ball,6061
2031,an image of a golf ball in a room,golf ball,3014
2032,an image of a golf ball in a room,golf ball,4214
2033,an image of a golf ball in a room,golf ball,2047
2034,an image of a golf ball in a room,golf ball,1852
2035,an image of a golf ball in a room,golf ball,3264
2036,an image of a golf ball in a room,golf ball,4308
2037,an image of a golf ball in a room,golf ball,2543
2038,an image of a golf ball in a room,golf ball,5550
2039,an image of a golf ball in a room,golf ball,9203
2040,an image of a golf ball in a room,golf ball,6578
2041,an image of a golf ball in a room,golf ball,2928
2042,an image of a golf ball in a room,golf ball,6937
2043,an image of a golf ball in a room,golf ball,9115
2044,an image of a golf ball in a room,golf ball,2349
2045,an image of a golf ball in a room,golf ball,2357
2046,an image of a golf ball in a room,golf ball,4427
2047,an image of a golf ball in a room,golf ball,7330
2048,an image of a golf ball in a room,golf ball,5906
2049,an image of a golf ball in a room,golf ball,6512
2050,an image of a golf ball in a room,golf ball,9258
2051,an image of a golf ball in a room,golf ball,8766
2052,an image of a golf ball in a room,golf ball,8472
2053,an image of a golf ball in a room,golf ball,9508
2054,an image of a golf ball in a room,golf ball,3948
2055,an image of a golf ball in a room,golf ball,2905
2056,an image of a golf ball in a room,golf ball,4542
2057,an image of a golf ball in a room,golf ball,3791
2058,an image of a golf ball in a room,golf ball,6367
2059,an image of a golf ball in a room,golf ball,7927
2060,an image of a golf ball in a room,golf ball,9199
2061,an image of a golf ball in a room,golf ball,2598
2062,an image of a golf ball in a room,golf ball,7487
2063,an image of a golf ball in a room,golf ball,5750
2064,an image of a golf ball in a room,golf ball,4276
2065,an image of a golf ball in a room,golf ball,754
2066,an image of a golf ball in a room,golf ball,5202
2067,an image of a golf ball in a room,golf ball,5157
2068,an image of a golf ball in a room,golf ball,3513
2069,an image of a golf ball in a room,golf ball,8945
2070,an image of a golf ball in a room,golf ball,5490
2071,an image of a golf ball in a room,golf ball,8131
2072,an image of a golf ball in a room,golf ball,5117
2073,an image of a golf ball in a room,golf ball,884
2074,an image of a golf ball in a room,golf ball,116
2075,an image of a golf ball in a room,golf ball,213
2076,an image of a golf ball in a room,golf ball,6506
2077,an image of a golf ball in a room,golf ball,244
2078,an image of a golf ball in a room,golf ball,3743
2079,an image of a golf ball in a room,golf ball,3842
2080,an image of a golf ball in a room,golf ball,9157
2081,an image of a golf ball in a room,golf ball,517
2082,an image of a golf ball in a room,golf ball,7234
2083,an image of a golf ball in a room,golf ball,8170
2084,an image of a golf ball in a room,golf ball,6920
2085,an image of a golf ball in a room,golf ball,3175
2086,an image of a golf ball in a room,golf ball,8202
2087,an image of a golf ball in a room,golf ball,8537
2088,an image of a golf ball in a room,golf ball,3704
2089,an image of a golf ball in a room,golf ball,4951
2090,an image of a golf ball in a room,golf ball,2285
2091,an image of a golf ball in a room,golf ball,4034
2092,an image of a golf ball in a room,golf ball,7175
2093,an image of a golf ball in a room,golf ball,3595
2094,an image of a golf ball in a room,golf ball,6673
2095,an image of a golf ball in a room,golf ball,6476
2096,an image of a golf ball in a room,golf ball,9459
2097,an image of a golf ball in a room,golf ball,9963
2098,an image of a golf ball in a room,golf ball,1359
2099,an image of a golf ball in a room,golf ball,5115
2100,an image of a golf ball in a room,golf ball,3127
2101,an image of a golf ball in a room,golf ball,1945
2102,an image of a golf ball in a room,golf ball,2145
2103,an image of a golf ball in a room,golf ball,405
2104,an image of a golf ball in a room,golf ball,1185
2105,an image of a golf ball in a room,golf ball,3420
2106,an image of a golf ball in a room,golf ball,7796
2107,an image of a golf ball in a room,golf ball,322
2108,an image of a golf ball in a room,golf ball,994
2109,an image of a golf ball in a room,golf ball,525
2110,an image of a golf ball in a room,golf ball,3479
2111,an image of a golf ball in a room,golf ball,7270
2112,an image of a golf ball in a room,golf ball,5352
2113,an image of a golf ball in a room,golf ball,6430
2114,an image of a golf ball in a room,golf ball,6986
2115,an image of a golf ball in a room,golf ball,4810
2116,an image of a golf ball in a room,golf ball,2721
2117,an image of a golf ball in a room,golf ball,8821
2118,an image of a golf ball in a room,golf ball,3257
2119,an image of a golf ball in a room,golf ball,6145
2120,an image of a golf ball in a room,golf ball,7283
2121,an image of a golf ball in a room,golf ball,9681
2122,an image of a golf ball in a room,golf ball,4925
2123,an image of a golf ball in a room,golf ball,8100
2124,an image of a golf ball in a room,golf ball,7643
2125,an image of a golf ball in a room,golf ball,8567
2126,an image of a golf ball in a room,golf ball,5925
2127,an image of a golf ball in a room,golf ball,7225
2128,an image of a golf ball in a room,golf ball,2243
2129,an image of a golf ball in a room,golf ball,2001
2130,an image of a golf ball in a room,golf ball,3642
2131,an image of a golf ball in a room,golf ball,1730
2132,an image of a golf ball in a room,golf ball,6176
2133,an image of a golf ball in a room,golf ball,4553
2134,an image of a golf ball in a room,golf ball,880
2135,an image of a golf ball in a room,golf ball,7161
2136,an image of a golf ball in a room,golf ball,5061
2137,an image of a golf ball in a room,golf ball,6782
2138,an image of a golf ball in a room,golf ball,7034
2139,an image of a golf ball in a room,golf ball,3245
2140,an image of a golf ball in a room,golf ball,6178
2141,an image of a golf ball in a room,golf ball,7815
2142,an image of a golf ball in a room,golf ball,5051
2143,an image of a golf ball in a room,golf ball,8552
2144,an image of a golf ball in a room,golf ball,9366
2145,an image of a golf ball in a room,golf ball,207
2146,an image of a golf ball in a room,golf ball,1962
2147,an image of a golf ball in a room,golf ball,2635
2148,an image of a golf ball in a room,golf ball,5863
2149,an image of a golf ball in a room,golf ball,9615
2150,an image of a golf ball in a room,golf ball,1510
2151,an image of a golf ball in a room,golf ball,2021
2152,an image of a golf ball in a room,golf ball,4582
2153,an image of a golf ball in a room,golf ball,4224
2154,an image of a golf ball in a room,golf ball,3727
2155,an image of a golf ball in a room,golf ball,8886
2156,an image of a golf ball in a room,golf ball,6927
2157,an image of a golf ball in a room,golf ball,7449
2158,an image of a golf ball in a room,golf ball,4475
2159,an image of a golf ball in a room,golf ball,5182
2160,an image of a golf ball in a room,golf ball,1138
2161,an image of a golf ball in a room,golf ball,5377
2162,an image of a golf ball in a room,golf ball,4802
2163,an image of a golf ball in a room,golf ball,1923
2164,an image of a golf ball in a room,golf ball,2024
2165,an image of a golf ball in a room,golf ball,539
2166,an image of a golf ball in a room,golf ball,6068
2167,an image of a golf ball in a room,golf ball,2435
2168,an image of a golf ball in a room,golf ball,7770
2169,an image of a golf ball in a room,golf ball,8427
2170,an image of a golf ball in a room,golf ball,8687
2171,an image of a golf ball in a room,golf ball,6191
2172,an image of a golf ball in a room,golf ball,1749
2173,an image of a golf ball in a room,golf ball,5117
2174,an image of a golf ball in a room,golf ball,3798
2175,an image of a golf ball in a room,golf ball,9655
2176,an image of a golf ball in a room,golf ball,831
2177,an image of a golf ball in a room,golf ball,8778
2178,an image of a golf ball in a room,golf ball,862
2179,an image of a golf ball in a room,golf ball,1510
2180,an image of a golf ball in a room,golf ball,6581
2181,an image of a golf ball in a room,golf ball,7931
2182,an image of a golf ball in a room,golf ball,4301
2183,an image of a golf ball in a room,golf ball,4970
2184,an image of a golf ball in a room,golf ball,4235
2185,an image of a golf ball in a room,golf ball,6483
2186,an image of a golf ball in a room,golf ball,424
2187,an image of a golf ball in a room,golf ball,1639
2188,an image of a golf ball in a room,golf ball,9159
2189,an image of a golf ball in a room,golf ball,2263
2190,an image of a golf ball in a room,golf ball,8454
2191,an image of a golf ball in a room,golf ball,2584
2192,an image of a golf ball in a room,golf ball,9882
2193,an image of a golf ball in a room,golf ball,199
2194,an image of a golf ball in a room,golf ball,2940
2195,an image of a golf ball in a room,golf ball,6227
2196,an image of a golf ball in a room,golf ball,3623
2197,an image of a golf ball in a room,golf ball,7581
2198,an image of a golf ball in a room,golf ball,4397
2199,an image of a golf ball in a room,golf ball,4253
2200,an image of a golf ball in a room,golf ball,4020
2201,an image of a golf ball in a room,golf ball,2693
2202,an image of a golf ball in a room,golf ball,462
2203,an image of a golf ball in a room,golf ball,2030
2204,an image of a golf ball in a room,golf ball,3463
2205,an image of a golf ball in a room,golf ball,725
2206,an image of a golf ball in a room,golf ball,3777
2207,an image of a golf ball in a room,golf ball,8130
2208,an image of a golf ball in a room,golf ball,5048
2209,an image of a golf ball in a room,golf ball,6904
2210,an image of a golf ball in a room,golf ball,9929
2211,an image of a golf ball in a room,golf ball,6873
2212,an image of a golf ball in a room,golf ball,9645
2213,an image of a golf ball in a room,golf ball,6471
2214,an image of a golf ball in a room,golf ball,8961
2215,an image of a golf ball in a room,golf ball,1784
2216,an image of a golf ball in a room,golf ball,949
2217,an image of a golf ball in a room,golf ball,3268
2218,an image of a golf ball in a room,golf ball,3274
2219,an image of a golf ball in a room,golf ball,5405
2220,an image of a golf ball in a room,golf ball,2394
2221,an image of a golf ball in a room,golf ball,4629
2222,an image of a golf ball in a room,golf ball,9907
2223,an image of a golf ball in a room,golf ball,6353
2224,an image of a golf ball in a room,golf ball,8251
2225,an image of a golf ball in a room,golf ball,5927
2226,an image of a golf ball in a room,golf ball,953
2227,an image of a golf ball in a room,golf ball,9322
2228,an image of a golf ball in a room,golf ball,4443
2229,an image of a golf ball in a room,golf ball,5183
2230,an image of a golf ball in a room,golf ball,5758
2231,an image of a golf ball in a room,golf ball,8498
2232,an image of a golf ball in a room,golf ball,7689
2233,an image of a golf ball in a room,golf ball,2755
2234,an image of a golf ball in a room,golf ball,658
2235,an image of a golf ball in a room,golf ball,4356
2236,an image of a golf ball in a room,golf ball,9739
2237,an image of a golf ball in a room,golf ball,8449
2238,an image of a golf ball in a room,golf ball,1377
2239,an image of a golf ball in a room,golf ball,5902
2240,an image of a golf ball in a room,golf ball,6062
2241,an image of a golf ball in a room,golf ball,9093
2242,an image of a golf ball in a room,golf ball,1652
2243,an image of a golf ball in a room,golf ball,780
2244,an image of a golf ball in a room,golf ball,3927
2245,an image of a golf ball in a room,golf ball,3573
2246,an image of a golf ball in a room,golf ball,9967
2247,an image of a golf ball in a room,golf ball,450
2248,an image of a golf ball in a room,golf ball,9357
2249,an image of a golf ball in a room,golf ball,6536
2250,an image of a golf ball in a room,golf ball,7647
2251,an image of a golf ball in a room,golf ball,7086
2252,an image of a golf ball in a room,golf ball,9008
